Product Name,Product Image URL,Product Description
Gartenmöbel-Set Pauline,https://media.cdn.bauhaus/m/667056/15.jpg,"Das 4-teilige Gartenmöbelset Pauline besteht aus dem Pauline Gartentisch, 2 Gartensesseln Pauline und der 2-Sitzer Geflecht Bank Pauline. Alle Bestandteile des Sets bestehen aus einem hochwertigem und pflegeleichtem Polyrattan-Geflecht und haben ein stabiles Aluminium Untergestell. Der 130 cm lange Tisch besitzt eine Tischplatte aus Sicherheitsglas und bietet Platz für bis zu 4 Personen. Die Rückenlehnen der Sessel und der Bank lassen sich mit Hilfe einer Gasdruckfeder, über einen seitlichen Hebel, bequem und einfach nach hinten verstellen. Die bequemen Kissen erhöhen zusätzlich den Sitzkomfort, sodass sich das Set ideal für ein gemütliches Beisammensitzen eignet. Um die Optik von Gartenmöbeln langfristig frisch und schön zu erhalten empfiehlt sich eine auf das Material abgestimmte, regelmäßige Reinigung und Pflege. Gartenmöbel-Sets werden ohne Dekoration verkauft."
"Sunfun Diana
Balkonmöbel-Set",https://media.cdn.bauhaus/m/413602-1/15.jpg,"Das Balkonmöbel-Set Diana besteht aus einem Balkon-Klapptisch und 2 Gartenstühlen. Sowohl der halbrunde Balkontisch Diana, als auch der Klappstuhl Diana wurden aus Akazienholz aus nachhaltig bewirtschafteten Wäldern gefertigt. Tisch und Stühle sind klappbar, sodass sie platzsparend verstaut werden können und wurden mit Hartzholz-Öl vorbehandelt. Um die Optik von Gartenmöbeln langfristig frisch und schön zu erhalten empfiehlt sich eine auf das Material abgestimmte, regelmäßige Reinigung und Pflege. Möbel werden ohne Dekoration verkauft."
Picknicktisch,https://media.cdn.bauhaus/m/1112024/15.jpg,"Dieser Picknicktisch ist aus naturbelassenem Fichtenholz gefertigt. Die Hölzer stammen hierbei sämtlich aus Wäldern, welche verantwortungsbewusst bewirtschaftet werden. Für Familienfeste oder gemütliches Abendessen im Garten - Bänke und Tisch bieten ausreichend Platz für Gäste, Essen, Getränke und Dekorationen! Da das Holz nicht vorbehandelt ist, kann es je nach persönlicher Vorliebe geölt, lasiert oder lackiert werden - farblos oder bunt. Eine Behandlung des Holzes zur Verbesserung des Witterungsschutzes wird empfohlen."
Gartenmöbel-Set My,https://media.cdn.bauhaus/m/1433935/15.jpg,"Das Gartenmöbel-Set My besteht aus einem massiven Gartentisch und 6 My Gartensesseln. Der massive Holztisch mit X-Fuß-Gestell ist aus robustem Robinienholz gefertigt. Dank seiner perfekten handwerklichen Fertigung zeichnet sich der Tisch durch seine Stabilität und Langlebigkeit aus. Die Gartensessel bestehen aus einem stabilen Metallgestell und ansprechend geformter, breiter Sitzschale aus Kunststoff. Dadurch kann er mit pflegeleichten Materialien punkten und bietet zeitglich überraschenden Komfort."
Gartenmöbel-Set Pauline,https://media.cdn.bauhaus/m/197267/15.jpg,"Das 7-teilige Sunfun Gartenmöbel-Set bietet Platz für 6 Personen und verfügt über gemütliche, pflegeleichte Diningsessel aus hochwertigem, lichtechtem PE-Geflecht in Bambus Grey. Das Untergestell aus Aluminium und die Füße aus Akazienholz in X-Form sorgen für Stabilität und ein modernes Design. Der elegante Low-Dining Couchtisch Pauline wurde aus hochwertigem PE-Halfmoon-Geflecht in bambusgrau hergestellt und verfügt über ein stabiles Aluminiumuntergestell. Die Tischplatte besteht aus robustem 8 mm dickem Sicherheitsglas mit Facettenschliff. Um die Optik von Gartenmöbeln langfristig frisch und schön zu erhalten empfiehlt sich eine auf das Material abgestimmte, regelmäßige Reinigung und Pflege. Das Gartenmöbel-Set wird ohne Dekoration verkauft."
Gartenmöbel-Set Maja/Neila,https://media.cdn.bauhaus/m/537465/15.jpg,"Das 5-teilige Gartenmöbel-Set Maja/Neila von Sunfun besteht aus einem Gartentisch und 4 Gartenstühlen. Der Gartentisch Maja von Sunfun mit pulverbeschichtetem, witterungsbeständigen Aluminium-Gestell und Glasplatte, bietet Platz für bis zu 8 Personen. Die Glastischplatte aus Sicherheitsglas hat eine Stärke von 8 mm, ist witterungsbeständig und optimal auf das graue Gestell abgestimmt. Der Stapelsessel Neila von Sunfun besteht aus witterungsbeständigem PE-Geflecht und einem beschichteten Stahlgestell. Er ist bequem und leicht zu verstauen und somit bestens für Balkon und Terrasse geeignet. Er zeichnet sich durch seine hohe Widerstandsfähigkeit gegen UV-Strahlung, Wind und Wetter sowie durch seine Formstabilität aus. Um die Optik von Gartenmöbeln langfristig frisch und schön zu erhalten empfiehlt sich eine auf das Material abgestimmte, regelmäßige Reinigung und Pflege."
"Sunfun

Gartenmöbel-Set Maja/Lisa",https://media.cdn.bauhaus/m/1018878/15.jpg,"Das 5-teilige Gartenmöbelset Maja/Lisa von Sunfun besteht aus einem Tisch und vier Stühlen. Der Gartentisch Maja von Sunfun mit pulverbeschichtetem, witterungsbeständigen Aluminium-Gestell und Glasplatte, bietet Platz für bis zu 8 Personen. Die Glastischplatte aus Sicherheitsglas hat eine Stärke von 8 mm, ist witterungsbeständig und optimal auf das graue Gestell abgestimmt. Bei Bedarf kann die Platte einfach mit einem feuchten Tuch und milder Seifenlauge gereinigt werden. Der Sunfun Gartensessel Lisa lässt sich dank seiner natürlichen und modernen Optik mit braunem Geflecht wunderbar kombinieren. Das mitgelieferte Sitzkissen in Hellgrau sorgt dabei für einen angenehmen Sitzkomfort. Durch das pulverbeschichtete Aluminiumgestell erhält der Sessel seinen stabilen Stand und die Belastbarkeit von bis zu 100 kg. Wenn der Gartensessel mal nicht gebraucht wird kann er gestapelt und kompakt verstaut werden. Außerdem ist der Sessel UV-beständig und wird fertig montiert geliefert. Möbel werden ohne Dekoration geliefert."
"Sunfun

Gartenmöbel-Set Maja/Eva",https://media.cdn.bauhaus/m/1433869/15.jpg,"Das Gartenmöbel-Set 'Maja/Eva' besteht aus einem 'Maja' Gartentisch L und 6 'Eva' Stapelsesseln. Der große Gartentisch mit ausziehbarer Tischplatte bietet viel Platz und ist aus besonders robusten, beständigen Materialien gefertigt. Der Stapelsessel Eva von Envy ist aus leichtem, langlebigem Aluminium gefertigt. Seine bequeme Sitzfläche besteht aus Polyrattangeflecht. Der Sessel überzeugt mit seinem Sitzkomfort und seiner Witterungsbeständigkeit."
"Sunfun

Gartenmöbel-Set Melina",https://media.cdn.bauhaus/m/1018981/15.jpg,"Das 5-teilige Gartenmöbelset Melina von Sunfun besteht aus einem Tisch und vier Stühlen. Der Sunfun Gartentisch Melina überzeugt mit seiner modernen Optik und seiner robusten Verarbeitung, die optimal für den Außenbereich geeignet ist. Die Tischplatte aus dem Verbundwerkstoff Hochdruck-Schichtpressstoff (HPL) ist frostsicher und pflegeleicht und eignet sich besonders gut, wenn der Tisch nahezu ganzjährig draußen stehen soll. Der pulverbeschichtete Aluminiumrahmen sorgt für eine hohe Stabilität und Haltbarkeit. An dem Gartentisch können bis zu sechs Personen sitzen. Der Garten-Positionssessel Melina von Sunfun ist ideal zur Verwendung an einem Esstisch im Garten oder auf der Terrasse. Er besitzt eine strapazierfähige Textilenbespannung und ein stabiles Gestell aus pulverbeschichtetem Aluminium. Die robuste Konstruktion ist mit bis zu 100 kg belastbar und verfügt über eine verstellbare Rückenlehne. Bei Nichtgebrauch lässt sich der Sessel einfach zusammenklappen und so platzsparend verstauen. Um die Optik von Gartenmöbeln langfristig schön und frisch zu erhalten empfiehlt sich eine auf das Material abgestimmte, regelmäßige Reinigung und Pflege. Gartenmöbel werden ohne Dekoration verkauft."
"Sunfun

Gartenmöbel-Set Carina/Eva",https://media.cdn.bauhaus/m/1433923/15.jpg,Das Sunfun Gartenmöbel-Set Carina/Eva besteht aus dem Sunfun Gartentisch Carina und 6 Eva Stapelsesseln.
Gartenmöbel-Set Carina/Pauline Dining,https://media.cdn.bauhaus/m/242009/15.jpg,"Das 7-teilige Sunfun Gartenmöbel-Set besticht mit seiner natürlichen Optik. Das Set bietet Platz für 6 Personen und verfügt über gemütliche, pflegeleichte Diningsessel aus hochwertigem, lichtechtem PE-Geflecht in Bambus Grey. Das Untergestell aus Aluminium und die Füße aus Akazienholz in X-Form sorgen für Stabilität und ein modernes Design. Der elegante Ausziehtisch Carina besticht mit dem schlichten Stahlgestell in Anthrazit und einer Holzplatte in Teak-Optik. Die Tischplatte aus Akazienolz ist robust und widerstandsfähig. Im einfachen Zustand hat der Tisch eine Länge von 180 cm bei einer Breite von 100 cm. Mit einem Mittelstück kann der Tisch um 60 cm erweitert werden. Um die Optik von Gartenmöbeln langfristig frisch und schön zu erhalten empfiehlt sich eine auf das Material abgestimmte, regelmäßige Reinigung und Pflege. Das Gartenmöbel-Set wird ohne Dekoration verkauft."
Gartenmöbel-Set Maja IV,https://media.cdn.bauhaus/m/537474/15.jpg,"Das 7-teilige Gartenmöbel-Set besteht aus dem Gartentisch Maja und 6 bequemen Regie-Klappstühlen der gleichnamigen Produktlinie. Die Sitzmöbel besitzen ein Gestell aus Aluminium und können dank Klappfunktion platzsparend aufbewahrt werden. Die Sitzflächen-Bezüge sind graumeliert und aus Textilen gefertigt. Der moderne Gartentisch Maja von Sunfun bietet Platz für bis zu 8 Gäste. Die hochwertigen Glasplatten sind mit einer farblichen Beschichtung versehen und bestens für den Gebrauch im Freien geeignet. Das korrosionsfreie Alugestell macht den Tisch robust gegen Wind und Wetter. Der Tisch ist von 160 cm auf 210 cm ausziehbar. Um die Optik von Gartenmöbeln langfristig frisch und schön zu erhalten empfiehlt sich eine auf das Material abgestimmte, regelmäßige Reinigung und Pflege. Das Gartenmöbel-Set wird ohne Dekoration verkauft."
Gartenmöbel-Set Laura,https://media.cdn.bauhaus/m/1118586/15.jpg,"Das 6-teilige Gartenmöbelset Laura von Sunfun besteht aus einem Tisch und Stühlen. Der Sunfun Gartentisch Laura lässt sich dank seiner modernen und schlichten Optik ideal mit zahlreichen Gartenstühlen kombinieren und sorgt für eine wohnliche Atmosphäre im Garten oder auf der Terrasse. Er ist wie die Gartenbank aus hochwertigem, gebürstetem Akazienholz gefertigt und für eine lange Haltbarkeit im Außenbereich mit Polyurethanfarbe in hellem Teakbraun behandelt. Der Tisch lässt sich schnell und einfach aufbauen und ist mit bis zu 75 kg belastbar. Die Sunfun Gartenbank Laura bietet Platz für bis zu vier Personen, ist mit bis zu 400 kg belastbar und lässt sich schnell und einfach aufbauen. Der enthaltene Gartensessel ist aus strapazierfähigem Polyrattangeflecht gefertigt und harmoniert dank seiner schönen, klassischen Optik mit vielen anderen Gartenmöbeln. Das Metallgestell sorgt für eine hohe Stabilität sowie Haltbarkeit. Im Lieferumfang sind außerdem ein Sitz- und ein Rückenkissen aus pflegeleichtem Polyester enthalten, die für zusätzlichen Komfort sorgen. Um die Optik von Gartenmöbeln langfristig schön und frisch zu erhalten empfiehlt sich eine auf das Material abgestimmte, regelmäßige Reinigung und Pflege. Hinweis: Gartenmöbel werden ohne Dekoration ausgeliefert."
Gartenmöbel-Set Pauline,https://media.cdn.bauhaus/m/667055/15.jpg,"Das 5-teilige Gartenmöbelset Pauline besteht aus dem Pauline Gartentisch und 4 Gartensesseln Pauline. Sowohl Tisch als auch Sessel bestehen aus einem hochwertigem und pflegeleichtem Polyrattan-Geflecht und haben ein stabiles Aluminium Untergestell. Der 130 cm lange Tisch besitzt eine Tischplatte aus Sicherheitsglas und bietet Platz für bis zu 4 Personen. Die Rückenlehne der Gartensessel lassen sich mit Hilfe einer Gasdruckfeder, über einen seitlichen Hebel, bequem und einfach nach hinten verstellen. Die bequemen Kissen der Sessel erhöhen zusätzlich den Sitzkomfort, sodass sich das Set ideal für ein gemütliches Beisammensitzen eignet. Um die Optik von Gartenmöbeln langfristig frisch und schön zu erhalten empfiehlt sich eine auf das Material abgestimmte, regelmäßige Reinigung und Pflege. Gartenmöbel-Sets werden ohne Dekoration verkauft."
"Sunfun

Gartenmöbel-Set Carina/Pauline",https://media.cdn.bauhaus/m/1018898/15.jpg,"Das 7-teilige Gartenmöbelset Carina/Pauline von Sunfun besteht aus einem Tisch und Stühlen. Der Sunfun Ausziehtisch Carina besticht mit dem schlichten Stahlgestell in Anthrazit und einer Holzplatte in Teak-Optik. Die Tischplatte aus Akazienolz ist robust und widerstandsfähig. Im einfachen Zustand hat der Tisch eine Länge von 180 cm bei einer Breite von 100 cm. Mit einem Mittelstück kann der Tisch um 60 cm erweitert werden und bietet so ausreichend Platz für bis zu 10 Personen. Der Diningsessel Pauline wurde aus hochwertigem, lichtechtem PE-Geflecht in Bambus Grey gefertigt und besticht durch eine angenehme Haptik. Dank der runden Form und der Sitzauflage in Anthrazit bietet er idealen Sitzkomfort. Das Untergestell aus Aluminium und die Füße aus Akazienholz in X-Form sorgen für Stabilität und ein modernes Design. Um die Optik von Gartenmöbeln langfristig frisch und schön zu erhalten empfiehlt sich eine auf das Material abgestimmte, regelmäßige Reinigung und Pflege."
"Plus

Sitzgruppen-Set Basic",https://media.cdn.bauhaus/m/327586/15.jpg,"Der Basic Picknicktisch von Plus bietet durch Sitzgelegenheiten an jeder Tischseite großzügig Platz und lädt zum Verweilen ein. Die Bänke an der Längsseite sind außerdem mit Rückenlehnen versehen, was den Komfort deutlich erhöht. Die Oberflächen sind aus ölbehandelter Lärche gefertigt und das Gestell aus feuerverzinktem Stahl."
"Siena Garden

Gartenmöbel-Set Savona/Zurigo",https://media.cdn.bauhaus/m/1200215/15.jpg,"Mit dem Gartenmöbelset Savona/Zurigo lässt sich ein gemütlicher Platz auf der Terrasse oder im Garten schaffen. Die Stühle verfügen über ein robustes Aluminiumgestell, welches stabil aber zugleich angenehm leicht ist. Die Tischplatte besteht zudem aus Teakholz. Die Textilfläche bieten Komfort und bilden ein elegantes Erscheinungsbild. Das Set bietet Platz für bis zu 7 Personen und lädt zum ausgiebigen Entspannen ein. Um die Optik von Gartenmöbeln langfristig frisch und schön zu erhalten empfiehlt sich eine auf das Material abgestimmte, regelmäßige Reinigung und Pflege."
"Sunfun

Balkonmöbel-Set Maja/Melina III",https://media.cdn.bauhaus/m/1112625/15.jpg,"Das 3-teilige Gartenmöbelset Maja/Melina von Sunfun besteht aus einem Tisch und zwei Stühlen. Der Sunfun Balkontisch Maja ist dank seiner Abmessungen ideal für den Einsatz auf dem Balkon geeignet, kann aber auch wunderbar im Garten oder auf der Terrasse verwendet werden. Er ist aus hochwertigem, pulverbeschichtetem Stahl gefertigt und dadurch besonders robust sowie beständig. Bei Nichtgebrauch kann der Tisch ganz einfach zusammengeklappt und verstaut werden. Der Balkontisch bietet Platz für bis zu 2 Personen und wird fertig montiert geliefert. Der Sunfun Stapelsessel Melina ist aus robustem, pulverbeschichtetem Stahl gefertigt. Er überzeugt durch seine Unempfindlichkeit gegenüber Wettereinflüssen und lässt sich bei Nichtgebrauch platzsparend stapeln und verstauen. Er lässt sich einfach mit vielen Möbelserien kombinieren und fügt sich somit problemlos in jeden Garten ein. Um die Optik von Gartenmöbeln langfristig schön und frisch zu erhalten empfiehlt sich eine auf das Material abgestimmte, regelmäßige Reinigung und Pflege. Gartenmöbel werden ohne Dekoration verkauft."
"Sunfun

Gartenmöbel-Set Maja/Pauline",https://media.cdn.bauhaus/m/1433883/15.jpg,"Das Gartenmöbel-Set 'Maja/Pauline' besteht aus einem 'Maja' Gartentisch L und 4 'Pauline' Gartensesseln. Der Gartentisch mit ausziehbarer Tischplatte bietet viel Platz und ist aus besonders robusten, beständigen Materialien gefertigt."
"Sunfun Maja
Gartenmöbel-Set I",https://media.cdn.bauhaus/m/209759/15.jpg,"Das Gartenmöbel-Set Maja besteht aus einem Gartentisch und 4 praktischen Garten-Stapelstühlen. Der moderne Gartentisch Maja ist von 160 cm auf 210 cm ausziehbar und kann bis zu 8 Gästen Platz bieten. Die hochwertigen Glasplatten sind mit einer farblichen Softtouch-Beschichtung versehen und bestens für den Gebrauch im Freien geeignet. Das korrosionsfreie Alugestell macht den Tisch robust gegen Wind und Wetter. Der stapelbare Gartenstuhl Maja besteht aus wetterfestem Textilen und einem korrosionsfreien Aluminiumgestell. Er überzeugt durch seine Unempfindlichkeit gegenüber Wettereinflüssen, ist besonders pflegeleicht und lässt sich dank seiner Stapelbarkeit platzsparend verstauen. Um die Optik von Gartenmöbeln langfristig frisch und schön zu erhalten empfiehlt sich eine auf das Material abgestimmte, regelmäßige Reinigung und Pflege. Möbel werden ohne Dekoration verkauft."
"Sunfun

Gartenmöbel-Set Maja/Pauline",https://media.cdn.bauhaus/m/1018864/15.jpg,Das 7-teilige Gartenmöbelset Maja/Pauline von Sunfun besteht aus einem Tisch und sechs Stühlen. Der moderne Gartentisch Maja von Sunfun bietet Platz für bis zu 8 Gäste. Die hochwertigen Glasplatten sind mit einer farblichen Beschichtung versehen und bestens für den Gebrauch im Freien geeignet. Das korrosionsfreie Alugestell macht den Tisch robust gegen Wind und Wetter. Der Tisch ist von 160 cm auf 210 cm ausziehbar. Der Sunfun Klubsessel Pauline besteht aus einem hochwertigem und pflegeleichtem Polyrattan-Geflecht und bietet eine bequeme und komfortable Sitzfläche. Durch sein zeitloses und modernes Design lässt er sich individuell kombinieren und passt sich jedem Ambiente an. Der Sessel lässt sich nach Belieben kombinieren und stellt somit einen passenden Hingucker auf jeder Terrasse und jedem Garten dar. Hinweis: Möbel werden ohne Dekoration verkauft.
"Sunfun

Gartenmöbel-Set Laura/Kathrin",https://media.cdn.bauhaus/m/1122166/15.jpg,"Das 9-teilige Gartenmöbelset Laura/Kathrin von Sunfun besteht aus einem Tisch und 8 Stühlen. Der Sunfun Gartentisch Laura lässt sich dank seiner modernen und schlichten Optik ideal mit zahlreichen Gartenstühlen kombinieren und sorgt für eine wohnliche Atmosphäre im Garten oder auf der Terrasse. Er ist aus hochwertigem, gebürstetem Akazienholz gefertigt und für eine lange Haltbarkeit im Außenbereich mit Polyurethanfarbe in hellem Teakbraun behandelt. Der Tisch lässt sich schnell und einfach aufbauen und ist mit bis zu 75 kg belastbar. Der Sunfun Kathrin Gartenstuhl lässt sich schnell und einfach zusammenklappen und ist damit ideal für den flexiblen Einsatz im Garten, auf der Terrasse oder dem Balkon. Das Gestell besteht aus pulverbeschichtetem Aluminium sowie aus hochwertigem Akazienholz. Sitzfläche und Rückenlehne aus Polyester sorgen für einen angenehmen Sitzkomfort. Das moderne Design in Hellgrau und natürlichem Teakbraun ist ein optisches Highlight in jedem Außenbereich. Außerdem ist der Stuhl UV-beständig, mit bis zu 100 kg belastbar und wird fertig montiert geliefert."
Gartenmöbel-Set Kathrin/Pauline,https://media.cdn.bauhaus/m/199505/15.jpg,"Das 7-teilige Sunfun Gartenmöbel-Set besticht mit seiner natürlichen Optik. Das Set bietet Platz für 6 Personen und verfügt über gemütliche, pflegeleichte Diningsessel aus hochwertigem, lichtechtem PE-Geflecht in Bambus Grey. Das Untergestell aus Aluminium und die Füße aus Akazienholz in X-Form sorgen für Stabilität und ein modernes Design. Der schlichte Gartentisch Kathrin wurde aus Akazienholz gefertigt. Für das Möbelstück wurde ausschließlich Holz aus nachhaltig bewirtschafteten Wäldern verwendet. Um die Optik von Gartenmöbeln langfristig frisch und schön zu erhalten empfiehlt sich eine auf das Material abgestimmte, regelmäßige Reinigung und Pflege. Das Gartenmöbel-Set wird ohne Dekoration verkauft."
Gartenmöbel-Set Aruba/Elise,https://media.cdn.bauhaus/m/1237007/15.jpg,"Das 7-teilige Set Aruba/Elise überzeugt durch schlichte Eleganz und hochwertige Verarbeitung. Es besteht aus einem Dining Tisch aus Kunststoff und 6 bequemen Klappstühlen. Die superleichten Stühle sind komplett aus Kunststoff gefertigt und besitzen eine Rückenfläche, die 5-fach verstellbar ist. Um die Optik der Gartenmöbeln langfristig frisch und schön zu erhalten empfiehlt sich eine auf das Material abgestimmte, regelmäßige Reinigung und Pflege."
"Siena Garden

Gartenmöbel-Set Savona/Zurigo Move",https://media.cdn.bauhaus/m/1190233/15.jpg,"Mit dem Gartenmöbelset Savona/Zurigo lässt sich ein gemütlicher Platz auf der Terrasse oder im Garten schaffen. Die Stühle verfügen über ein robustes Aluminiumgestell, welches stabil aber zugleich angenehm leicht ist. Die Tischplatte besteht zudem aus Teakholz. Die Textilfläche bieten Komfort und bilden ein elegantes Erscheinungsbild. Das Set bietet Platz für bis zu 7 Personen und lädt zum ausgiebigen Entspannen ein. Um die Optik von Gartenmöbeln langfristig frisch und schön zu erhalten empfiehlt sich eine auf das Material abgestimmte, regelmäßige Reinigung und Pflege."
Gartenmöbel-Set Aruba/Futura,https://media.cdn.bauhaus/m/1238278/15.jpg,"Das 13-teilige Set Aruba/Futura überzeugt durch schlichte Eleganz und hochwertige Verarbeitung. Es besteht aus einem Dining Tisch aus Kunststoff und 6 bequemen Klappstühlen mit Auflagen aus Baumwolle und Polyester. Die superleichten Stühle sind komplett aus Kunststoff gefertigt und besitzen eine Rückenfläche, die 5-fach verstellbar ist. Um die Optik der Gartenmöbeln langfristig frisch und schön zu erhalten empfiehlt sich eine auf das Material abgestimmte, regelmäßige Reinigung und Pflege."
"Sunfun

Gartenmöbel-Set Maja/Annika",https://media.cdn.bauhaus/m/1435265/15.jpg,"Das Gartenmöbel-Set 'Maja/Annika' besteht aus einem 'Maja' Gartentisch L und 4 'Annika' Gartensesseln. Der große Gartentisch mit ausziehbarer Tischplatte bietet viel Platz und ist aus besonders robusten, beständigen Materialien gefertigt."
Gartenmöbel-Set Diana/Pauline,https://media.cdn.bauhaus/m/667047/15.jpg,"Das 5-teilige Gartenmöbelset Diana/Pauline besteht aus dem stabilen Akazienholztisch Diana und 4 Gartensesseln Pauline. Der runde Klapptisch Diana besteht aus hochwertigen und stabilen Akazienholz und ist somit witterungsbeständig und resistent gegenüber Schädlingen und Pilzen. Der Klapptisch eignet sich mit seinem Durchmesser von 107 cm ideal für ein gemütliches beisammensitzen und lässt sich bei Bedarf einfach zusammenklappen und leicht verstauen. Er kann somit überall und jederzeit problemlos bewegt und verwendet werden. Die zum Set gehörenden Gartensessel Pauline bestehen aus hochwertigem, lichtechtem PE-Geflecht in Bambus Grey und bestechen durch eine angenehme Haptik. Das Set vereint natürliches und modernes Design und fügt sich so in jedes Ambiente ideal ein. Um die Optik von Gartenmöbeln langfristig frisch und schön zu erhalten empfiehlt sich eine auf das Material abgestimmte, regelmäßige Reinigung und Pflege. Gartenmöbel-Sets werden ohne Dekoration verkauft."
Gartenmöbel-Set Diana/Pauline,https://media.cdn.bauhaus/m/352587/15.jpg,"Das 5-teilige Sunfun Gartenmöbel-Set besticht mit seiner natürlichen Optik. Das Set bietet Platz für 4 Personen und verfügt über gemütliche, pflegeleichte Diningsessel aus hochwertigem, lichtechtem PE-Geflecht in Bambus Grey. Das Untergestell aus Aluminium und die Füße aus Akazienholz in X-Form sorgen für Stabilität und ein modernes Design. Der robuste Ausziehtisch Diana aus Akazienholz ist unbehandelt und lässt so die edle Maserung erkennen. Der ovale Tisch hat eine Länge von 150 cm und kann auf 200 cm erweitert werden. Um die Optik von Gartenmöbeln langfristig frisch und schön zu erhalten empfiehlt sich eine auf das Material abgestimmte, regelmäßige Reinigung und Pflege. Das Gartenmöbel-Set wird ohne Dekoration verkauft."
"Allibert

Gartenmöbel-Set Girona-Miami",https://media.cdn.bauhaus/m/196331/15.jpg,Das Allibert Gartenmöbel Set Girona-Miami besticht durch schlichte Eleganz. Ein Gartentisch und sechs Sessel bieten einen idealen Platz für eine gemütliche Runde oder ein Mittagessen unter der Sonne. Die Gartenmöbel wurden aus UV- und wetterbeständigem Polypropylen gefertigt und sind besonders pflegeleicht. Dank des Steck- und Schraubsystems von Allibert ist das Gartenmöbel Set im Handumdrehen aufgebaut.
"Siena Garden

Gartenmöbel-Set Savona/Zurigo Move",https://media.cdn.bauhaus/m/1236205/15.jpg,"Mit dem Gartenmöbelset Savona/Zurigo lässt sich ein gemütlicher Platz auf der Terrasse oder im Garten schaffen. Die Stühle verfügen über ein robustes Aluminiumgestell, welches stabil aber zugleich angenehm leicht ist. Die Tischplatte besteht zudem aus Teakholz. Die Textilfläche bieten Komfort und bilden ein elegantes Erscheinungsbild. Das Set bietet Platz für bis zu 4 Personen und lädt zum ausgiebigen Entspannen ein. Um die Optik von Gartenmöbeln langfristig frisch und schön zu erhalten empfiehlt sich eine auf das Material abgestimmte, regelmäßige Reinigung und Pflege."
"Siena Garden

Gartenmöbel-Set Tampa/Faro",https://media.cdn.bauhaus/m/1238387/15.jpg,"Das 9-teilige Set Tampa/Faro überzeugt durch schlichte Eleganz und hochwertige Verarbeitung. Es besteht aus einem Dining Tisch aus Kunststoff und 4 bequemen Klappstühlen. Die superleichten Stühle sind komplett aus Kunststoff gefertigt und besitzen eine Rückenfläche, die 4-fach verstellbar ist. Um die Optik der Gartenmöbeln langfristig frisch und schön zu erhalten empfiehlt sich eine auf das Material abgestimmte, regelmäßige Reinigung und Pflege."
"Plus

Sitzgruppen-Set Zigma",https://media.cdn.bauhaus/m/338311/15.jpg,"Der Picknicktisch Zigma von Plus zeichnet sich durch das zickzack-förmige Gestell aus. Die Oberflächen sind aus ölbehandelter Lärche gefertigt und das Gestell aus feuerverzinktem Stahl. Diese Kombination sorgt nicht nur für Robustheit, sondern auch für einen dynamischen, modernen Look. Beide Bänke sind mit einer Rückenlehne versehen, was den Komfort deutlich erhöht."
"Sunfun

Gartenmöbel-Set Laura/Eva",https://media.cdn.bauhaus/m/1531961/15.jpg,"Das Gartenmöbel-Set Laura/Eva von Sunfun besteht aus einem Laura Gartentisch, einer Laura Gartenbank und 2 Eva Stapelsesseln. Der Laura Gartentisch und die Gartenbank haben eine modere und schlichte Optik. Beide sind aus hochwertigem, gebürstetem Akazienholz gefertigt und für eine lange Haltbarkeit im Außenbereich mit Polyurethanfarbe in hellem Teakbraun behandelt. Die Stapelsessel Eva sind aus leichtem, langlebigen Aluminium gefertigt und haben eine bequeme Sitzfläche aus Rattangeflecht. Bei Nichtgebrauch können sie platzsparend gestapelt und verstaut werden."
Gartenmöbel-Set Annika,https://media.cdn.bauhaus/m/1488874/15.jpg,"Das Gartenmöbel-Set Annika besteht aus einem runden Gartentisch und 4 Annika Stühlen. Runde Gartentische haben einen großen Vorteil: in geselliger Runde können entspannt Gespräche geführt werden - und zwar mit jeder Person am Tisch. Der Diningtisch mit einem Durchmesser von 110 cm bietet in diesem Set großzügig Platz für 4 Personen. Der Diningstuhl Annika hat ein luftiges Design. Mit stabilem Metallgestell und ansprechend geformter, geschlitzter Sitzschale aus Kunststoff kann er mit pflegeleichten Materialien punkten und bietet zeitglich überraschenden Komfort."
"Sunfun

Balkonmöbel-Set Diana halbrund/Eva",https://media.cdn.bauhaus/m/1433887/15.jpg,Das Sunfun Gartenmöbel-Set Diana halbrund/Eva besteht aus dem Sunfun Balkontisch Diana und 2 Eva Stapelsesseln.
Gartenmöbel-Set Diana/Pauline,https://media.cdn.bauhaus/m/667019/15.jpg,"Das 5-teilige Gartenmöbelset Diana/Pauline besteht aus dem stabilen Akazienholztisch Diana und 4 Diningsesseln Pauline. Dank des hochwertigen Akazienholzes ist der Tisch witterungsbeständig und resistent gegenüber Schädlingen und Pilzen. Bei Bedarf lässt er sich einfach zusammenklappen und leicht verstauen. Somit kann er überall und jederzeit problemlos bewegt und verwendet werden. Die zum Set gehörenden Diningsessel Pauline bestehen aus hochwertigem, lichtechtem Polyethylen-Geflecht in Bambus Grey und bestechen durch eine angenehme Haptik. Dank der runden Form und der Sitzauflage in Anthrazit vereinen sie idealen Sitzkomfort und ein modernes Design. Um die Optik von Gartenmöbeln langfristig frisch und schön zu erhalten empfiehlt sich eine auf das Material abgestimmte, regelmäßige Reinigung und Pflege. Gartenmöbel-Sets werden ohne Dekoration verkauft."
"Sunfun

Gartenmöbel-Set Diana/My",https://media.cdn.bauhaus/m/696255/15.jpg,Das Sunfun Gartenmöbel-Set Diana/My besteht aus dem Sunfun Gartentisch Diana und 4 My Gartensesseln.
